"ACTIVITY_ID","CASE_NUMBER","ENF_TYPE_CODE","ENF_TYPE_DESC"
"7803","02-2000-8211","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7804","02-2000-8212","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7805","02-2000-8213","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7806","02-2000-8214","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7807","02-2000-8215","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7808","02-2000-8216","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7809","02-2000-8217","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7810","02-2000-8218","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7811","02-2000-8219","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7812","02-2000-8220","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7813","02-2000-8221","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7814","02-2000-8222","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7815","02-2000-8223","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7816","02-2000-8224","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7817","02-2000-8225","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7818","02-2000-8226","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7819","02-2000-8227","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7820","02-2000-8228","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7821","02-2000-8229","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7822","02-2000-8230","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7823","02-2000-8231","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7824","02-2000-8232","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7825","02-2000-8233","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7826","02-2000-8234","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7827","02-2000-8235","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7828","02-2000-8236","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7829","02-2000-8237","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7830","02-2000-8238","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7831","02-2000-8239","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7832","02-2000-8240","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7833","02-2000-8241","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7834","02-2000-8242","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7835","02-2000-8243","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7836","02-2000-8244","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7837","02-2000-8245","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7838","02-2000-8246","1414G3","SDWA 1414G3 AO For Penalties (PWS)"
"7839","02-2000-8247","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7840","02-2000-8248","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7841","02-2000-8249","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7842","02-2000-8250","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7843","02-2000-8251","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7844","02-2000-8252","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7845","02-2000-8253","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7846","02-2000-8254","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7847","02-2000-8255","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7848","02-2000-8256","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7849","02-2000-8257","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7850","02-2000-8258","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7851","02-2000-8259","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7852","02-2000-8260","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7853","02-2000-8261","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7854","02-2000-8262","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7855","02-2000-8263","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7856","02-2000-8264","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7857","02-2000-8265","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7858","02-2000-8266","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7859","02-2000-8267","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7860","02-2000-8268","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7861","02-2000-8269","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7862","02-2000-8270","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7863","02-2000-8271","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7864","02-2000-8272","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7865","02-2000-8273","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7866","02-2000-8274","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7867","02-2000-8275","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7868","02-2000-8276","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7869","02-2000-8277","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7870","02-2000-8278","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7871","02-2000-8279","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7872","02-2000-8280","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7873","02-2000-8281","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7874","02-2000-8282","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7875","02-2000-8283","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7876","02-2000-8284","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7877","02-2000-8285","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7878","02-2000-8286","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7879","02-2000-8287","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7880","02-2000-8288","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7881","02-2000-8289","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7882","02-2000-8290","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7883","02-2000-8291","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7884","02-2000-8292","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7885","02-2000-8293","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7886","02-2000-8294","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7887","02-2000-8295","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7888","02-2000-8296","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7889","02-2000-8297","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7890","02-2000-8298","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7891","02-2000-8299","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7892","02-2000-8300","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7893","02-2000-8301","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7894","02-2000-8302","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7895","02-2000-8303","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7896","02-2000-8304","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7897","02-2000-8305","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7898","02-2000-8306","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7899","02-2000-8307","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7900","02-2000-8308","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7901","02-2000-8309","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7902","02-2000-8310","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7903","02-2000-8311","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7904","02-2000-8312","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7905","02-2000-8313","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7906","02-2000-8314","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7907","02-2000-8315","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7908","02-2000-8317","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7909","02-2000-8318","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7910","02-2000-8319","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7911","02-2000-8320","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7912","02-2000-8321","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7913","02-2000-8322","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7914","02-2000-8323","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7915","02-2000-8324","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7916","02-2000-8325","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7917","02-2000-8326","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7918","02-2000-8327","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7919","02-2000-8328","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7920","02-2000-8329","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7921","02-2000-8330","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7922","02-2000-8331","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7923","02-2000-8332","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7924","02-2000-8333","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7925","02-2000-8334","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7926","02-2000-8335","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7927","02-2000-8336","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7928","02-2000-8337","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7929","02-2000-8338","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7930","02-2000-8339","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7931","02-2000-8340","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7932","02-2000-8341","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7933","02-2000-8342","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7934","02-2000-8343","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7935","02-2000-8344","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7936","02-2000-8345","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7937","02-2000-8346","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7938","02-2000-8347","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7939","02-2000-8348","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7940","02-2000-8349","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7941","02-2000-8350","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7942","02-2000-8351","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7943","02-2000-8352","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7944","02-2000-8353","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7945","02-2000-8354","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7946","02-2000-8355","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7947","02-2000-8356","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7948","02-2000-8357","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7949","02-2000-8358","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7950","02-2000-8359","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7951","02-2000-8360","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7952","02-2000-8361","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7953","02-2000-8362","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7954","02-2000-8363","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7955","02-2000-8364","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7956","02-2000-8365","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7957","02-2000-8366","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7958","02-2000-8367","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7959","02-2000-8368","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7960","02-2000-8369","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7961","02-2000-8370","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7962","02-2000-8371","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7963","02-2000-8372","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7964","02-2000-8373","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7965","02-2000-8374","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7966","02-2000-8375","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7967","02-2000-8376","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7968","02-2000-8377","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7969","02-2000-8378","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7970","02-2000-8379","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7971","02-2000-8380","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7972","02-2000-8381","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7973","02-2000-8382","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7974","02-2000-8383","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7975","02-2000-8384","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7976","02-2000-8385","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7977","02-2000-8386","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7978","02-2000-8387","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7979","02-2000-8388","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7980","02-2000-8389","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7981","02-2000-8390","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7982","02-2000-8391","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7983","02-2000-8392","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7984","02-2000-8393","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7985","02-2000-8394","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7986","02-2000-8395","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7987","02-2000-8396","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7988","02-2000-8397","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7989","02-2000-8398","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7990","02-2000-8399","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7991","02-2000-8400","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7992","02-2000-8401","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7993","02-2000-8402","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7994","02-2000-8403","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7995","02-2000-8404","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7996","02-2000-8405","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7997","02-2000-8406","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7998","02-2000-8407","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"7999","02-2000-8408","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8000","02-2000-8409","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8001","02-2000-8410","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8002","02-2000-8411","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8003","02-2000-8412","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8004","02-2000-8413","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8005","02-2000-8414","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8006","02-2000-8415","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8007","02-2000-8416","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8008","02-2000-8417","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8009","02-2000-8418","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8010","02-2000-8419","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8011","02-2000-8420","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8012","02-2000-8421","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8013","02-2000-8422","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8014","02-2000-8423","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8015","02-2000-8424","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8016","02-2000-8425","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8017","02-2000-8426","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8018","02-2000-8427","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8019","02-2000-8428","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8020","02-2000-8429","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8021","02-2000-8430","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8022","02-2000-8431","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8023","02-2000-8432","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8024","02-2000-8433","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8025","02-2000-8434","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8026","02-2000-8435","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8027","02-2000-8436","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8028","02-2000-8437","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8029","02-2000-8438","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8030","02-2000-8439","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8031","02-2000-8440","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8032","02-2000-8441","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8033","02-2000-8442","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8034","02-2000-8443","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8035","02-2000-8444","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8036","02-2000-8445","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8037","02-2000-8446","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8038","02-2000-8447","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8039","02-2000-8448","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8040","02-2000-8449","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8041","02-2000-8450","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8042","02-2000-8451","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8043","02-2000-8452","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8044","02-2000-8453","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8045","02-2000-8454","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8046","02-2000-8455","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8047","02-2000-8456","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8048","02-2000-8457","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8049","02-2000-8458","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8050","02-2000-8459","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8051","02-2000-8460","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8052","02-2000-8461","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8053","02-2000-8462","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8054","02-2000-8463","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8055","02-2000-8464","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8056","02-2000-8465","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8057","02-2000-8466","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8058","02-2000-8467","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8059","02-2000-8468","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8060","02-2000-8469","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8061","02-2000-8470","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8062","02-2000-8471","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8063","02-2000-8472","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8064","02-2000-8473","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8065","02-2000-8474","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8066","02-2000-8475","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8067","02-2000-8476","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8068","02-2000-8477","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8069","02-2000-8478","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8070","02-2000-8479","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8071","02-2000-8480","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8072","02-2000-8481","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8073","02-2000-8482","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8074","02-2000-8483","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8075","02-2000-8484","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8076","02-2000-8487","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8077","02-2000-8488","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8078","02-2000-8489","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8079","02-2000-8490","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8080","02-2000-8491","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8081","02-2000-8492","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8082","02-2000-8493","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8083","02-2000-8494","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8084","02-2000-8495","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8085","02-2000-8496","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8086","02-2000-8497","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8087","02-2000-8498","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8088","02-2000-8499","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8089","02-2000-8500","1423","SDWA 1423 AO For Comp And/Or Pen (UIC)"
"8090","02-2000-8501","1423","SDWA 1423 AO For Comp And/Or Pen (UIC)"
"8091","02-2000-8502","1423","SDWA 1423 AO For Comp And/Or Pen (UIC)"
"8092","02-2000-8700","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8093","02-2000-8701","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8094","02-2000-8702","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8095","02-2000-8703","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8096","02-2000-8704","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8097","02-2000-8705","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8098","02-2000-8706","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8099","02-2000-8707","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8100","02-2000-8708","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8101","02-2000-8709","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8102","02-2000-8710","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8103","02-2000-8711","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8104","02-2000-8712","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8105","02-2000-8713","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8106","02-2000-8714","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8107","02-2000-8715","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8108","02-2000-8716","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8109","02-2000-8717","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8110","02-2000-8718","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8111","02-2000-8719","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8112","02-2000-8720","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8113","02-2000-8721","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8114","02-2000-8722","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8115","02-2000-8723","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8116","02-2000-8724","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8117","02-2000-8725","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8118","02-2000-8726","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8119","02-2000-8727","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8120","02-2000-8728","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8121","02-2000-8729","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8122","02-2000-8730","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8123","02-2000-8731","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8124","02-2000-8732","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8125","02-2000-8733","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8126","02-2000-8736","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"8127","02-2000-8737","1414G3","SDWA 1414G3 AO For Penalties (PWS)"
"8128","02-2000-8738","1414G3","SDWA 1414G3 AO For Penalties (PWS)"
"8129","02-2000-8739","1414G3","SDWA 1414G3 AO For Penalties (PWS)"
"8130","02-2000-8740","1414G3","SDWA 1414G3 AO For Penalties (PWS)"
"8131","02-2000-8741","1414G3","SDWA 1414G3 AO For Penalties (PWS)"
"8132","02-2000-8742","1414G3","SDWA 1414G3 AO For Penalties (PWS)"
"8133","02-2000-8743","1414G3","SDWA 1414G3 AO For Penalties (PWS)"
"8134","02-2000-8744","1414G3","SDWA 1414G3 AO For Penalties (PWS)"
"8135","02-2000-8745","1414G3","SDWA 1414G3 AO For Penalties (PWS)"
"8136","02-2000-9102","16","TSCA 16 Action For Penalty"
"8137","02-2000-9103","16","TSCA 16 Action For Penalty"
"8138","02-2000-9104","16","TSCA 16 Action For Penalty"
"8139","02-2000-9105","16","TSCA 16 Action For Penalty"
"8140","02-2000-9111","16","TSCA 16 Action For Penalty"
"8141","02-2000-9113","16","TSCA 16 Action For Penalty"
"8142","02-2000-9114","16","TSCA 16 Action For Penalty"
"8143","02-2000-9202","16","TSCA 16 Action For Penalty"
"8144","02-2000-9203","16","TSCA 16 Action For Penalty"
